OBJECTID,Código del establecimiento,Nombre de la sede,Orden de la sede,Sector,Tipo de administración,Naturaleza jurídica,Dirección,Número telefónico,Número de fax,Correo electrónico,Página WEB,Calendario,Jornada,Nivel de atención,Tipo de discapacidad atendida,Tipo de talento especial,Grupo étnico atendido,Situación de conflicto atendida,Categoría por resultado pruebas SABER 11,Nombre Rector,Matriculados,Tasa de deserción escolar (%),Zona,Género,coord_x,coord_y
123,311001051798,INSTITUTO PSICOPEDAGOGICO INTEGRAL,A,No Oficial,Privado,Persona Natural,CL 48 J SUR # 5 H - 08,5684878 / 5682498,5682498 / 5684878,colegioipsi@gmail.com,www.colegioipsi.blogspot.com,A,Mañana,"Preescolar, Básica Primaria, Básica Secundaria",Cognitiva,,Afrocolombiano,,A+,WILLIAM LOZANO SALAZAR,632,No Aplica,Urbana,Mixto,"-74,1108294136978","4,557277321728174"
136,311001009007,COLEGIO PARROQUIAL DE NUESTRA SEÑORA,A,No Oficial,Privado,Persona Natural,CL 31 B # 23 - 60 SUR,2091720,,colparroquialnuestrasra@yahoo.es / colparns50@gmail.com,www.colegioparroquialdenuestrasenora.com,A,Mañana,"Preescolar, Básica Primaria, Básica Secundaria, Media",Motora,,,,A+,JORGE HUMBERTO ACEVEDO QUINTERO PBRO,588,0,Urbana,Mixto,"-74,11326755815989","4,5817418585728165"
137,311001095523,COLEGIO MAYOR DEL QUIROGA,A,No Oficial,Privado,Persona Natural,CL 33 SUR # 23 - 11,3665171 / 2394202 / 2394202,,colmayorquiroga1@gmail.com,,A,Mañana,"Preescolar, Básica Primaria, Básica Secundaria, Media",,,,,A,JANNETH GARCIA DUEÑAS,305,"2,52",Urbana,Mixto,"-74,11658595727731","4,580532289174488"
138,311001016828,INSTITUTO FEMENINO SAN ANTONIO DE PADUA,A,No Oficial,Privado,Comunidad Religiosa,KR 20 # 42 A - 56 SUR,2794016 / 2794958 / 2058783,2794958,ifsap@hotmail.com,www.institutofemeninosanantonio.com,A,Mañana,"Preescolar, Básica Primaria, Básica Secundaria, Media",,,,,A,HNA GLORIA INES LOZANO GOMEZ,450,"2,01",Urbana,Femenino,"-74,12301234402146","4,575609649378093"
140,311001101132,COLEGIO INTEGRADO SAN JORGE CENTRAL,A,No Oficial,Privado,Persona Natural,CL 30 SUR # 34 - 26,2027639,,vergelsonia@yahoo.es,,A,Mañana,Preescolar,Autismo / Otra,,,,No Aplica,SONIA VERGEL,27,0,Urbana,Mixto,"-74,11571360869479","4,593477647323915"
141,311001036888,COLEGIO EDUARDO FREI,A,No Oficial,Privado,Sociedad,DG 29 A BIS SUR # 29 - 17,2024758,2024758,jinef59@hotmail.com,,A,Mañana,"Preescolar, Básica Primaria",Cognitiva,,,,No Aplica,MARIA AMPARO PEDRAZA,110,0,Urbana,Mixto,"-74,11541888043321","4,589611753478615"
147,311001101256,LICEO INFANTIL WINIELANDIA,A,No Oficial,Privado,Persona Natural,KR 24 B # 41 A - 69 SUR,7676358,7676358,winnienlandiapcs@hotmail.com,,A,Mañana,Preescolar,,,,,No Aplica,JENNIFER VIVIANA BARRETO GALINDO,55,0,Urbana,Mixto,"-74,12380975963455","4,581302423470736"
148,311001093253,COLEGIO MAYOR DEL CLARET,A,No Oficial,Privado,Persona Natural,DG 41 SUR # 28 - 43,2797021,2117291 / 2389989,colmacla@hotmail.com,,A,Mañana,"Preescolar, Básica Primaria, Básica Secundaria, Media",,,,,A,MARIA LILIA PERILLA PERILLA,508,0,Urbana,Mixto,"-74,12815904830404","4,583775341449346"
149,311001095493,COLEGIO PSICOPEDAGOGICO SAN SEBASTIAN,A,No Oficial,Privado,Persona Natural,CL 47 SUR # 26 - 55,3185015698,,lpsj2003@yahoo.com / colparsjbs@telmex.net.co,,A,Mañana,"Preescolar, Básica Primaria",,,,,No Aplica,LUZ STELLA SANABRIA RUIZ,69,No Aplica,Urbana,Mixto,"-74,12949579624403","4,581979324176839"
150,311001033463,COLEGIO PSICOPEDAGOGICO VILLA MAYOR,A,No Oficial,Privado,Persona Natural,KR 35 # 32 - 08 SUR,2031610 / 7200145,7200145,colpsicovillamayor@yahoo.es / psicovillamayor2001@tutopia.com / nubi.mora@hotmail.com,www.colegiopsicopedagogicovillamayor.edu.co,A,Mañana,"Preescolar, Básica Primaria, Básica Secundaria, Media",,,,,A+,NUBIA STELLA MORA PORRAS,613,0,Urbana,Mixto,"-74,11864805528336","4,593379972928619"
152,311001101213,COLEGIO CRISTIANO LA REFORMA MIS CORDERITOS,A,No Oficial,Privado,Comunidad Religiosa,CL 35 A SUR # 26 F - 48,7303410 / 8142899 / 7270725,2024990 / 7270725,colegiomiscorderitos@yahoo.com / betpelus@yahoo.es,,A,Mañana,"Preescolar, Básica Primaria",Motora / Múltiple,,,,No Aplica,MARIA BETULIA GALLARDO,81,0,Urbana,Mixto,"-74,11921327795507","4,587731311166008"
154,311001075859,JARDIN INFANTIL CASTILLO DE SUEÑOS Y ALEGRIAS,A,No Oficial,Privado,Persona Natural,DG 39A SUR # 35 - 85,7009999 / 7283157,,jardininfantilcasti@hotmail.com,www.jardincasti.com,A,Mañana,Preescolar,,,,,No Aplica,MARIA STELLA GAMBOA PEREIRA,106,No Aplica,Urbana,Mixto,"-74,12657146468557","4,588608153088221"
157,311001065489,LICEO CAMPO DAVID,A,No Oficial,Privado,Fundación,CL 46 SUR # 21 - 27,7676146 / 7141427 / 3214733102,7141427,lcd@liceocampodavid.edu.co / gerencia@liceocampodavid.edu.co / tesoreria@liceocampodavid.edu.co,www.liceocampodavid.edu.co,A,Mañana,"Preescolar, Básica Primaria, Básica Secundaria, Media",Otra,,,,A+,HENRY DAVID ROMERO VIVAS,811,0,Urbana,Mixto,"-74,12619111619765","4,5735519167616205"
158,311001099219,JARDIN INFANTIL MANITAS CREATIVAS ALEGRES,A,No Oficial,Privado,Persona Natural,DG 45 SUR # 54 A - 40,7248004,,osoriocontabilidad@yahoo.es,,A,Mañana,Preescolar,,,,,No Aplica,NORA ESPERANZA HERNANDEZ RUIZ,32,No Aplica,Urbana,Mixto,"-74,14212312224043","4,595063653379132"
125,311001089051,JARDIN INFANTIL CANCIONES Y GARABATOS,A,No Oficial,Privado,Persona Natural,KR 18 # 4 - 56 SUR,2466932,2466932,jacanga_90@hotmail.com,,A,Mañana,Preescolar,,,,,No Aplica,No Aplica,0,No Aplica,Urbana,Mixto,"-74,09491963916166","4,590453686400127"
129,311001000883,COLEGIO DE LA PRESENTACION LUNA PARK,A,No Oficial,Privado,Comunidad Religiosa,CL 10 SUR # 15 - 35,3338405 / 3332121 / 5999350,3280105,lunaparksecretaria@gmail.com / informacion@presentacionlunapark.edu.co,www.presentacionlunapark.edu.co,A,Mañana,"Preescolar, Básica Primaria, Básica Secundaria, Media",,,,,A+,ANA YOLANDA PEREZ CAMARGO,748,0,Urbana,Femenino,"-74,09573672967609","4,587869668721865"
133,311001104913,COLEGIO CENCOSISTEMAS,A,No Oficial,Privado,Persona Natural,KR 18 # 18 - 68 SUR,5605540 / 2726924,,safdy@hotmail.com / cencosistemasdc@hotmail.com / wscomite62@hotmail.com,,A,Mañana,Básica Secundaria / Media,,,,,No Aplica,JOHN JAIRO AYALA,327,No Aplica,Urbana,Mixto,"-74,10169577058863","4,584216310713347"
134,311001107521,LICEO INFANTIL GOFFI,A,No Oficial,Privado,Persona Natural,CL 15 SUR # 24 G - 38,7020329,,ligoffi@hotmail.com,,A,Completa,Preescolar,,,,,No Aplica,LUZ STELLA RAMIREZ MORENO,49,0,Urbana,Mixto,"-74,10168180717585","4,589009479335215"
135,311001000727,LICEO SUPERIOR DE BOGOTA,A,No Oficial,Privado,Sociedad,KR 19 B # 22 - 90 SUR,2398887 / 3612188 / 2789117 / 2390581,2789117,liceosuperiordebogota@hotmail.com,,A,Mañana,"Preescolar, Básica Primaria, Básica Secundaria, Media",,,,,A+,CLARA INES GUTIERREZ DE PULIDO,701,"0,64",Urbana,Mixto,"-74,104386767447","4,581905525234256"
61,311001108218,GIMNASIO ISRAEL,A,No Oficial,Privado,Persona Natural,KR 69 A # 61 - 45 SUR,5645473 / 7111222 / 4641266,7111222,gimnasioisraelgi@hotmail.com / claudia_israel@hotmail.com,www.wix.com/gimnasioisraelgi,A,Mañana,"Preescolar, Básica Primaria, Básica Secundaria",Cognitiva / Autismo / Otra,,,,B,CLAUDIA GUZMAN BERNAL,222,"1,03",Urbana,Mixto,"-74,1597702987232","4,59091547125573"
63,311001108692,JARDIN INFANTIL GENIOS DEL FUTURO,A,No Oficial,Privado,Persona Natural,CL 59 BIS SUR # 45 D - 51,7180284 / 7163847,,geniosdelfuturo@yahoo.com,,A,Mañana,Preescolar,Autismo,,,,No Aplica,MARIA ISABEL VERGARA RODRIGUEZ,62,No Aplica,Urbana,Mixto,"-74,15251477415832","4,576511564473375"
65,311001095141,COLEGIO CRISTIANO EL PACTO,A,No Oficial,Privado,Comunidad Religiosa,CL 78 SUR # 40 - 05,7171447,7171447,colegioelpacto2011@hotmail.com,www.colegioelpacto.webs,A,Mañana,"Preescolar, Básica Primaria",,,,Desplazado,No Aplica,MARLLY ROCIO ALVAREZ,97,50,Urbana,Mixto,"-74,16873685608783","4,5674947497203"
67,311001106185,LICEO INFANTIL EL GRAN VIRREY,A,No Oficial,Privado,Persona Natural,CL 60 SUR # 22 G - 54,7169098 / 3214828072,5646401,granvirrey@hotmail.com,,A,Mañana,"Preescolar, Básica Primaria",,,,,No Aplica,NORMA CONSTANZA CARDOZO VARGAS,267,0,Urbana,Mixto,"-74,14588260494214","4,569948343025341"
68,311001108226,LICEO ERNEST HEMINGWAY,A,No Oficial,Privado,Persona Natural,KR 23 B # 60 A - 28 SUR,7172713,,lehemingway@hotmail.com,,A,Mañana,Preescolar,,,,,No Aplica,ROSA CRISTINA QUEVEDO MORA,87,0,Urbana,Mixto,"-74,14681871414689","4,569688906909244"
69,311001095264,COLEGIO MAYPORE,A,No Oficial,Privado,Persona Natural,KR 73 B # 69 D - 16 SUR,7175496,,colegiomaypore18a@hotmail.es,,A,Mañana,"Preescolar, Básica Primaria",,,,,No Aplica,NUBIA ESTELLA RONCANCIO FUERTE,208,0,Urbana,Mixto,"-74,1669136416754","4,580630762273895"
70,311001051887,LICEO PSICOPEDAGOGICO ISLA MARGARITA,A,No Oficial,Privado,Persona Natural,CL 69 J SUR # 72 B - 12,7180447,,psicomargarita@gmail.com,,A,Mañana,"Preescolar, Básica Primaria",,,,,No Aplica,LILIA MERCEDES OSORIO URBINA,71,No Aplica,Urbana,Mixto,"-74,16618458426217","4,579563263581131"
71,311001098531,COLEGIO DIDASCALIO NUESTRA SEÑORA DE LA ESPERANZA,A,No Oficial,Privado,Comunidad Religiosa,KR 75 C # 75 C - 34 SUR,2858002 / 2321692 / 5777388,2458258 / 5777388,m.o.didascalio@hotmail.com,,A,Mañana,"Preescolar, Básica Primaria, Básica Secundaria",Auditiva / Motora,Capacidades Excepcionales,Indígena,Desplazado,No Aplica,MIRYAM CECILIA OSPINA OSPINA,432,0,Urbana,Mixto,"-74,1748955430807","4,576838787325334"
72,311001051941,CENTRO EDUCATIVO AMIGOS DE LA NATURALEZA,A,No Oficial,Privado,Persona Natural,CL 77 SUR # 73 D - 12,7318471 / 7155885,7155885,cean.caracoli@hotmail.com,,A,Mañana,"Preescolar, Básica Primaria",,,,Desplazado,No Aplica,FLOR ELVA MALDONADO CIFUENTES,331,"9,35",Urbana,Mixto,"-74,17131992665303","4,572768191851348"
73,311001101647,COLEGIO COLOMBO CIENCIAS,A,No Oficial,Privado,Persona Natural,DG 62 G SUR # 71 F - 09,7782028,7754334,colegiocolombociencias@hotmail.com,,A,Mañana,Preescolar,Otra,,,,No Aplica,CARMEN PATRICIA BARAJAS ALVAREZ,70,0,Urbana,Mixto,"-74,16551461443507","4,588712438244381"
75,311001093440,LICEO MODERNO LOS ANDES,A,No Oficial,Privado,Persona Natural,CL 64 SUR # 71 F - 91,7792579 / 7754126,7792579,liceomodernolosandes@gmail.com,,A,Mañana,"Preescolar, Básica Primaria",,,,,No Aplica,YENCY YANETH CASTRO RAMIREZ,180,"0,58",Urbana,Mixto,"-74,16655919610868","4,5866579669117495"
76,311001101833,JARDIN INFANTIL CARRUSEL DE COLORES,A,No Oficial,Privado,Persona Natural,KR 19 # 52 - 41 SUR,7608723 / 3107571211,,carrucolrcr@gmail.com / carrucolrcr@hotmail.com,,A,Mañana,Preescolar,,,,,No Aplica,ROCIO CASTRO RESTREPO,94,0,Urbana,Mixto,"-74,1303299852916","4,568503079107467"
77,311001102031,INSTITUTO PEDAGOGICO FUENTECITA DEL SABER,A,No Oficial,Privado,Persona Natural,KR 18 C # 52 - 55 SUR,7694068 / 2055257,,fuentecitadelsaber@gmail.com / luzmerygp@hotmail.com,http://tatalin8.wix.com/fuentecitadelsaber,A,Mañana,Preescolar,,,,,No Aplica,LUZ MERY GUTIERREZ PARRA,14,0,Urbana,Mixto,"-74,13005653003428","4,568019367833793"
78,311001075387,COLEGIO PEDAGOGICO JUAN JOSE NEIRA,A,No Oficial,Privado,Persona Natural,KR 19 # 52 - 51 SUR,5676490 / 5672625,,sofipro@yahoo.es,,A,Mañana,"Preescolar, Básica Primaria, Básica Secundaria",,,,,No Aplica,BLANCA SOFIA RINTA PIÑEROS,244,"3,12",Urbana,Mixto,"-74,13044026696745","4,568452626136964"
79,311001003971,COLEGIO PARROQUIAL SAN CARLOS,A,No Oficial,Privado,Comunidad Religiosa,KR 18 A # 53 - 54 SUR,7606267 / 7606256 / 3213984010,7606286,cpsc45@hotmail.com,www.colegioparroquialsancarlos.com,A,Mañana,"Preescolar, Básica Primaria, Básica Secundaria, Media",,,,,A+,PORFIRIO RAMIREZ PAREDES Pbro,977,0,Urbana,Mixto,"-74,13005709327796","4,566375367977611"
80,311001094659,COLEGIO EL TRIUNFO,A,No Oficial,Privado,Persona Natural,TV 3 G BIS # 70 B - 54/56 SUR,7682877,7673009,celtriunfo@hotmail.com,,A,Mañana,"Preescolar, Básica Primaria",,,,,No Aplica,NANCY MARIA CIFUENTES PINZON,261,0,Urbana,Mixto,"-74,12364569402601","4,522323579743559"
81,311001097062,COLEGIO NUEVO MUNDO,A,No Oficial,Privado,Persona Natural,TV 3 C BIS # 70 A - 15 SUR,7672607,,colvomundo@hotmail.com,,A,Mañana,"Preescolar, Básica Primaria",,,Afrocolombiano,,No Aplica,DORA INES ROSAS PACHON,95,0,Urbana,Mixto,"-74,1216475758311","4,522265801779981"
85,311001092176,GIMNASIO MANOS UNIDAS,A,No Oficial,Privado,Persona Natural,CL 41 B SUR # 3 A - 62 ESTE,2061470 / 3626577 / 3107865053 / 3138733195,,gmumanosunidas@hotmail.com,,A,Mañana,"Preescolar, Básica Primaria",Múltiple,,,,No Aplica,MARGARITA DEL CARMEN ARDILA ALDANA,181,No Aplica,Urbana,Mixto,"-74,09409533607379","4,549354879403631"
86,311001102406,LICEO LUDICO NUEVA COLOMBIA,A,No Oficial,Privado,Persona Natural,KR 8 ESTE # 36 - 57 SUR,2067910 / 3202383434,,liludeco@hotmail.com,,A,Mañana,"Preescolar, Básica Primaria",,,,,No Aplica,ADRIANA ISABEL RODRIGUEZ CANTOR,89,0,Urbana,Mixto,"-74,08836298861647","4,553088154885169"
220,311001034869,GIMNASIO CAMPESTRE LA SABANA,A,No Oficial,Privado,Sociedad,CL 64 A # 81 A - 61,2510626 / 4361707 / 4360162 / 7020784,4360162,gimclasabana@hotmail.com,,A,Mañana,"Preescolar, Básica Primaria, Básica Secundaria, Media",Autismo,,Afrocolombiano,,A,SANDRA JEANNETTE CRUZ MUÑOZ,239,0,Urbana,Mixto,"-74,11092848978879","4,683408696239424"
221,311001032581,LICEO ALEXANDER VON HUMBOLDT,A,No Oficial,Privado,Persona Natural,CL 63 F # 80 A - 65,5477887 / 2236480 / 4909554,4909554,jardinchiquilladas@hotmail.com,,A,Mañana,Preescolar,,,,,No Aplica,EVELINA LUNA LUNA,50,0,Urbana,Mixto,"-74,11091578401741","4,682739702468493"
222,311265000954,COLEGIO YERMO Y PARRES,A,No Oficial,Privado,Comunidad Religiosa,CL 76 # 81 - 33,2521103 / 5428785 / 2512273,2521103,colyermo@yahoo.es,www.yermoyparrescolombia.net,A,Mañana,"Preescolar, Básica Primaria, Básica Secundaria, Media",Cognitiva,,,,A+,HNA YULY YOHANA ASCENCIO PATIÑO,593,"0,81",Urbana,Mixto,"-74,10011057918376","4,697567341234634"
223,311001027188,LICEO COMERCIAL LAS AMERICAS,A,No Oficial,Privado,Persona Natural,CL 74 # 82 - 68,4385632 / 2522049 / 2768583,2510498 / 2761446,liceoamericas@hotmail.com,www.liceocomerciallasamericas.edu.co,A,Mañana,"Preescolar, Básica Primaria, Básica Secundaria, Media",,,,,A,AMPARO VARELA DE SEGURA,840,"0,37",Urbana,Mixto,"-74,10239197212034","4,696370068411829"
225,311001099995,LICEO HUELLAS DE TRIUNFO,A,No Oficial,Privado,Persona Natural,KR 89 A # 88 - 52,2764125 / 2232320,,huellasdetriunfo@hotmail.com,,A,Mañana,"Preescolar, Básica Primaria",Motora / Múltiple,,,,No Aplica,MARIA EUGENIA VARELA TORRES,115,0,Urbana,Mixto,"-74,09751844012578","4,71060515076687"
226,311001020141,GIMNASIO PEDAGOGICO,A,No Oficial,Privado,Persona Natural,KR 86 A # 81 - 68,2511181 / 4372043,,gimnasiopedagogico@hotmail.com,,A,Mañana,Básica Primaria,,,,,No Aplica,LUZ ASTRID RAMIREZ AHUMADA,12,No Aplica,Urbana,Mixto,"-74,10000531909033","4,704954497590433"
227,311001075620,LICEO AMOR Y CIENCIA,A,No Oficial,Privado,Persona Natural,TV 90 F # 86 -34,2510285 / 5351585 / 3108778823,2510285,liceoamoryciencia@hotmail.com,,A,Mañana,"Preescolar, Básica Primaria",,,,,No Aplica,CLARA INES MUÑOZ DE PERALTA,72,0,Urbana,Mixto,"-74,10033924084776","4,7100435121462265"
228,311265000504,COLEGIO CLAUDIA JESUS,A,No Oficial,Privado,Persona Natural,CL 84 # 90 - 15,2244071,5350142,colegioclaudiajesus@hotmail.com,www.colegioclaudiajesus.com.co,A,Mañana,Básica Primaria,,,,,No Aplica,LUZ ELENA HERRERA DE PARRA,79,0,Urbana,Mixto,"-74,10130367662836","4,708016681890857"
229,311001038163,LICEO SANTA PAULA,A,No Oficial,Privado,Persona Natural,KR 92 A # 76 - 20,2528016,2528016,licstapaula@yahoo.com,www.liceosantapaula.edu.co,A,Mañana,"Preescolar, Básica Primaria, Básica Secundaria, Media",,,,,A+,MERCEDES SANCHEZ LOPEZ,354,0,Urbana,Mixto,"-74,1076793166438","4,704080572180591"
230,311001088926,INSTITUTO TECNICO ANGELI,A,No Oficial,Privado,Persona Natural,CL 75 A # 88 - 55,2244496 / 2244232 / 7554123,,institutoangeli@gmail.com / jjmurillo183@gmail.com,www.liceoangely.com.co,A,Mañana,"Preescolar, Básica Primaria, Básica Secundaria",,,,,A,JOSE JESUS MURILLO LARGO,242,0,Urbana,Mixto,"-74,10572819560963","4,700884153557092"
232,311001109320,COLEGIO HORIZONTE LUZ Y VIDA,A,No Oficial,Privado,Persona Natural,CL 69 A BIS # 92 A - 30,4305732,,colhorizonte@hotmail.es,,A,Única,"Preescolar, Básica Primaria",,,,,No Aplica,MARISOL MENESES RAMOS,124,0,Urbana,Mixto,"-74,11361196056171","4,696053966821482"
173,311001003084,FUNDACION COLEGIO MAYOR DE SAN BARTOLOME,A,No Oficial,Privado,Fundación,KR 7 # 9 - 96,4442530,3345686,secretariageneral@sanbartolome.edu.co / mayor@sanbartolome.edu.co,www.sanbartolome.edu.co,A,Mañana,"Preescolar, Básica Primaria, Básica Secundaria, Media",,,,,A+,PADRE HUGO ALEXIS MORENO ROJAS SJ,1744,0,Urbana,Mixto,"-74,07594749524552","4,596821333209177"
175,311001002380,INSTITUTO SAN IGNACIO DE LOYOLA,A,No Oficial,Privado,Comunidad Religiosa,KR 21 # 27 - 50 SUR,3661957 / 3661947,3662937,secretariasanignasiodeloyola@gmail.com / colparrsanignaciodeloyola@gmail.com,www.institutosanignaciodeloyola.edu.co,A,Mañana,"Preescolar, Básica Primaria, Básica Secundaria, Media",,,,,A+,PBRO RAMON ANTONIO PIÑEROS RUIZ,973,0,Urbana,Mixto,"-74,10880674544451","4,581585024117807"
176,311001006466,COLEGIO PARROQUIAL SAN LUIS GONZAGA,A,No Oficial,Privado,Comunidad Religiosa,CL 40 SUR # 23 C - 50,2791932 / 2053726,2053726,colparroquialsanluisgonzaga@gmail.com,www.colegioparroquialsanluisgonzaga.edu.co,A,Mañana,"Preescolar, Básica Primaria, Básica Secundaria, Media",,,,,A,PBRO MAURICIO DUEÑAS PEREZ,1251,0,Urbana,Mixto,"-74,12053069235353","4,580379374718204"
177,311001087130,INSTITUTO PSICOPEDAGOGICO ANA MARIA DE LOS ANGELES,A,No Oficial,Privado,Persona Natural,CL 38 SUR # 29 - 16,2039168 / 2934188 / 2934188,,ana_mariadelosangeles@hotmail.com / anamariadelosangeles@hotmail.com,,A,Mañana,Básica Primaria,,,,,No Aplica,MERY F SUAREZ HERNANDEZ,45,0,Urbana,Mixto,"-74,12081847484131","4,586538123209966"
179,311001106151,POLITECNICO LA SALLE,A,No Oficial,Privado,Persona Natural,KR 10 # 22 - 91 SUR,2782182 / 2095696,2782182,polisalle@gmail.com / polisalle1@gmail.com,,A,Mañana / Fin de semana,Básica Secundaria / Media,,,,,No Aplica,LUZ STELLA MALPICA RODRIGUEZ,139,No Aplica,Urbana,Mixto,"-74,09538688977185","4,575339997302337"
180,311001107548,COLEGIO TRIANGULO RESTREPO,A,No Oficial,Privado,Sociedad,AC 22 SUR # 16 - 69,5996102 / 3613698,4082348 / 5996102,sederestrepo@institutotriangulo.edu.co,www.institutotriangulo.edu.co,A,Mañana / Nocturna / Fin de semana,Básica Primaria / Básica Secundaria / Media,,,,,No Aplica,ALEXANDER AVILA ROMERO,135,No Aplica,Urbana,Mixto,"-74,10377741234201","4,582281558955828"
183,311848000456,COLEGIO CASABLANCA,A,No Oficial,Privado,Persona Natural,CL 163 A # 8 A - 74,6711781,6791531,colcasablanca@hotmail.com / contacto@colegiocasablanca.net / contacto@colegiocasablanca.net,www.colegiocasablanca.net,A,Mañana,"Preescolar, Básica Primaria, Básica Secundaria, Media",,,,,A,CLARA INES NAVARRETE DE ORJUELA,822,0,Urbana,Mixto,"-74,02724179814466","4,739514989863755"
188,311001091617,COLEGIO TRIANGULO CENTRO,A,No Oficial,Privado,Sociedad,KR 10 # 18 - 36 PISO 2,2866066,3415249,sedecentro@institutotriangulo.edu.co,www.institutotriangulo.edu.co,A,Mañana,Básica Secundaria / Media,,,,,No Aplica,ALEXANDER AVILA ROMERO,34,No Aplica,Urbana,Mixto,"-74,07398240540869","4,606182621405859"
190,311001076456,LICEO LA FORTALEZA,A,No Oficial,Privado,Comunidad Religiosa,KR 3 F ESTE # 18 - 25 SUR,2067015 / 3112199047,,liceolafortalezasanblas@hotmail.com / clyocaspi@gmail.com,,A,Mañana,"Preescolar, Básica Primaria",,,,,No Aplica,CLARA YOHANNA CASTILLO PINZON,174,0,Urbana,Mixto,"-74,08437958825377","4,569397062209704"
191,311001092141,JARDIN INFANTIL SOL SOLECITO,A,No Oficial,Privado,Persona Natural,CL 36 J SUR # 3 C - 29 ESTE,3138905940,,j.i.solsolecito@gmail.com,,A,Mañana,"Preescolar, Básica Primaria",,,,,No Aplica,GLORIA PATRICIA LARGO TORRES,409,"1,22",Urbana,Mixto,"-74,09172482217618","4,555032637773765"
194,311001008213,COLEGIO COOPERATIVO VENECIA,A,No Oficial,Privado,Cooperativa,DG 47 A SUR # 53 A - 95,2305441 / 2301155,7130957,rectoria@cocove.edu.co / secretaria@cocove.edu.co / coordinacion@hotmail.com,www.cocove.edu.co,A,Mañana,"Preescolar, Básica Primaria, Básica Secundaria, Media",,,,,A,GABRIEL ALBERTO RODRIGUEZ JIMENEZ,462,0,Urbana,Mixto,"-74,14035480567163","4,592738450756913"
195,311001028427,GIMNASIO COMERCIAL LOS ANDES,A,No Oficial,Privado,Persona Natural,CL 52 A SUR # 37 - 05,7552646 / 7552645,,gimnasiocomerciallosandes@hotmail.com,www.gclosandes.com,A,Mañana,"Preescolar, Básica Primaria, Básica Secundaria, Media",,,,,B,LUIS ENRIQUE TORRA ROJAS,323,"3,32",Urbana,Mixto,"-74,13964031713569","4,58683443452774"
196,311001036250,LICEO DAMFUS,A,No Oficial,Privado,Persona Natural,DG 50 A SUR # 18 C - 39,7675034 / 2797097,7771219,elsamaryf@hotmail.com,,A,Mañana,"Preescolar, Básica Primaria, Básica Secundaria, Media",Autismo / Otra,,,,A,ELSA MARIA FUNEME CARO,257,"1,68",Urbana,Mixto,"-74,1274327118878","4,569615041331126"
198,311001089892,LICEO PEDAGOGICO AUGUSTO COMTE,A,No Oficial,Privado,Persona Natural,TV 72 F # 39 G - 13 SUR,5634620,5634620,lpaugustocomte@hotmail.com / colegiolpac@hotmail.com,www.lpaugustocomte.com,A,Completa,Preescolar / Básica Primaria,Autismo / Otra,,,,No Aplica,GLORIA ONEIDA MANCERA ESQUIVEL,216,0,Urbana,Mixto,"-74,14349634986581","4,604807940330389"
200,311001098450,COLEGIO SAN GABRIEL,A,No Oficial,Privado,Persona Natural,CL 22 F # 85 - 05,4106981 / 4106982,4106982,secretaria@gfc.edu.co,www.gfc.edu.co,A,Mañana,"Preescolar, Básica Primaria",,,,,No Aplica,ELIZABETH RODRIGUEZ RINCON,135,0,Urbana,Mixto,"-74,12757761193976","4,667220535568399"
203,311001107581,GIMNASIO MODELIA REAL,A,No Oficial,Privado,Persona Natural,CL 24 D # 82 - 13,2631006 / 8050440 / 4106916,4106916,claringuca@hotmail.com,www.gimnasiomodeliareal.edu.com,A,Mañana,"Preescolar, Básica Primaria, Básica Secundaria, Media",,,,,A,CLARA INES GUTIERREZ CABALLERO,803,0,Urbana,Mixto,"-74,12108435011429","4,670990211106857"
204,311001027056,COLEGIO MILITAR SIMON BOLIVAR,A,No Oficial,Privado,Sociedad,AK 70 # 51 - 14,2955100 / 2957606,2957606 / 4168783,comisibol@colegiomilitarsimonbolivar.com,www.colegiomilitarsimonbolivar.com,A,Mañana,"Preescolar, Básica Primaria, Básica Secundaria, Media",,,,,A,GERMAN TAMAYO RODRIGUEZ,1357,"2,45",Urbana,Mixto,"-74,1040958345675","4,665575217511758"
206,311001040630,GIMNASIO LOS MONJES,A,No Oficial,Privado,Persona Natural,CL 63 B # 80 - 25,2760989 / 2247639,2240670,gmonjes@hotmail.com,www.gimnasiolosmojes.edu.co,A,Mañana,"Preescolar, Básica Primaria, Básica Secundaria, Media",,,,,A+,LILIAN SHIRLEY NARANJO FINO,553,0,Urbana,Mixto,"-74,11085504173454","4,681472423463582"
