OBJECTID,Código del establecimiento,Nombre del establecimiento,Código de la sede,Nombre de la sede,Orden de la sede,Sector,Tipo de administración,Naturaleza jurídica,Dirección,Número telefónico,Número de fax,Correo electrónico,Página WEB,Calendario,Jornada,Nivel de atención,Modelo educativo,Proyecto pedagógico,Tipo de discapacidad atendida,Tipo de talento especial,Grupo étnico atendido,Situación de conflicto atendida,Beneficiarios refrigerio escolar,Beneficiarios comida caliente,Beneficiarios ruta escolar,Beneficiarios subsidio transporte,Usuarios programa “Al colegio en BICI”,Categoría por resultado pruebas SABER 11,Tasa de deserción escolar (%),Zona,Género,coord_x,coord_y
70,111001035530,COLEGIO JOSE FELIX RESTREPO (IED),111001013226,SANTA ANA SUR,B,Oficial,Distrital,Oficial,CL 10 A SUR # 3 - 61,2337436 / 2332085,2337436,coldijosefelixrest4@redp.edu.co,,A,Mañana / Tarde,Preescolar / Básica Primaria,Preescolar Escolarizado / Educación Tradicional,40X40,Visual,,,,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,08413889006329","4,5769827238555205"
71,111001035530,COLEGIO JOSE FELIX RESTREPO (IED),111001012025,JUAN XXIII,C,Oficial,Distrital,Oficial,KR 6 ESTE # 11 - 49 SUR,2462211,,coldijosefelixrest4@redp.edu.co,,A,Mañana / Tarde,Básica Primaria,Educación Tradicional,40X40,Visual,,,,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,07964933395375","4,5722641530125845"
72,111001035530,COLEGIO JOSE FELIX RESTREPO (IED),111001107841,CARLOS ALBAN HOLGUIN,D,Oficial,Distrital,Oficial,CL 18 SUR # 4 - 90,2728404 EXT 112,2728404,coldijosefelixrest4@redp.edu.co,,A,Mañana / Tarde,Básica Primaria / Básica Secundaria,Educación Tradicional,40X40,Visual,,,Desplazado,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,08718208310688","4,574924961158021"
73,111001018325,COLEGIO JOSE JOAQUIN CASTRO MARTINEZ (IED),111001018325,JOSE JOAQUIN CASTRO MARTINEZ,A,Oficial,Distrital,Oficial,CL 31 D BIS SUR # 2 - 24 ESTE,2065563 / 3644221 / 3644220,3644220,coldijosejoaquinca4@redp.edu.co,,A,Mañana / Tarde,Preescolar / Básica Primaria / Básica Secundaria / Media,Preescolar Escolarizado / Educación Tradicional / Aceleración del Aprendizaje,,Motora,,Indígena / Afrocolombiano,Desplazado,1590,0,0,11,0,C,"0,36",Urbana,Mixto,"-74,09261471755114","4,559811797653007"
74,111001018325,COLEGIO JOSE JOAQUIN CASTRO MARTINEZ (IED),111001020451,SAN VICENTE SURORIENTAL,B,Oficial,Distrital,Oficial,TV 6 C ESTE # 33 - 30 SUR,2068672,,coldijosejoaquinca4@redp.edu.co,,A,Mañana / Tarde,Preescolar / Básica Primaria,Preescolar Escolarizado / Educación Tradicional / Aceleración del Aprendizaje,,,,Afrocolombiano,,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,08821154613429","4,5557134845735145"
75,111001018252,COLEGIO JOSE MARIA CARBONELL (IED),111001018252,JOSE MARIA CARBONELL,A,Oficial,Distrital,Oficial,KR 4 # 0 - 43,2333652 / 2469683 / 2469967,2469366,coldijosemariacarb4@redp.edu.co,,A,Mañana / Tarde,Preescolar / Básica Primaria / Básica Secundaria / Media,Preescolar Escolarizado / Educación Tradicional / Otro,40X40,Cognitiva,,Indígena,,922,0,0,5,0,C,"10,6",Urbana,Mixto,"-74,08062046847145","4,582342739264832"
76,111001035602,COLEGIO JUAN EVANGELISTA GOMEZ (IED),111001035602,JUAN EVANGELISTA GOMEZ,A,Oficial,Distrital,Oficial,DG 39 SUR # 2 - 00 ESTE,3678094,2075952,cedjuanevangelist4@redp.edu.co,,A,Mañana / Tarde / Noche,Preescolar / Básica Primaria / Básica Secundaria / Media,Preescolar Escolarizado / Educación Tradicional / Educación para Jóvenes en Extraedad y Adultos,,,,,,2406,0,0,18,0,B,"11,5",Urbana,Mixto,"-74,0957019657729","4,552450702410902"
77,111001034011,COLEGIO JUAN REY (IED),111001034011,JUAN REY,A,Oficial,Distrital,Oficial,CL 70 SUR # 13 B - 27 ESTE,3654888,,cedjuanrey4@redp.edu.co,,A,Mañana / Tarde,Preescolar / Básica Primaria / Básica Secundaria / Media,Preescolar Escolarizado / Educación Tradicional,,,,,Desplazado,903,0,0,7,0,C,0,Urbana,Mixto,"-74,0900289466502","4,522401688658238"
78,111001034011,COLEGIO JUAN REY (IED),111001016276,CIUDAD DE LONDRES,B,Oficial,Distrital,Oficial,CL 71 BIS SUR # 17 - 30 ESTE,3784707,3654888,cedjuanrey4@redp.edu.co,,A,Mañana / Tarde,Básica Primaria,Educación Tradicional / Aceleración del Aprendizaje,,,,,Desplazado,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,08793131398646","4,519987972259921"
79,111001034011,COLEGIO JUAN REY (IED),111001019933,CHIGUAZA,C,Oficial,Distrital,Oficial,TV 14 ESTE # 65 - 12 SUR,3652542,3654888,cedjuanrey4@redp.edu.co,,A,Mañana / Tarde,Preescolar / Básica Primaria,Preescolar Escolarizado / Educación Tradicional,,,,,Desplazado,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,08709363767896","4,524277242166591"
80,111001012335,COLEGIO JUANA ESCOBAR (IED),111001012335,JUANA ESCOBAR,A,Oficial,Distrital,Oficial,KR 15 A ESTE # 57 A SUR - 16,3652789,,cedbasyjuanaescob4@redp.edu.co,,A,Mañana / Tarde,Preescolar / Básica Primaria / Básica Secundaria / Media,Preescolar Escolarizado / Otro,,Visual / Auditiva / Cognitiva,,Indígena / Afrocolombiano,Desplazado,1069,990,58,18,0,B,0,Urbana,Mixto,"-74,08540666266082","4,530376059247331"
81,111001012335,COLEGIO JUANA ESCOBAR (IED),111001086576,SAN LUIS SURORIENTAL,B,Oficial,Distrital,Oficial,KR 12 ESTE # 57 - 50 SUR,3652789,3652002,cedbasyjuanaescob4@redp.edu.co,,A,Mañana / Tarde,Preescolar / Básica Primaria,Preescolar Escolarizado / Educación Tradicional,,Cognitiva / Autismo,,Afrocolombiano,Desplazado,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,08795367664713","4,534240569652974"
165,211850001074,COLEGIO RURAL LAS MERCEDES (CED),211850001074,LAS MERCEDES,A,Oficial,Distrital,Oficial,KM 17 VIA USME SAN JUAN DE SUMAPAZ,6392114,,cedlasmercedes5@redp.edu.co,,A,Mañana,Básica Primaria,Educación Tradicional,40X40,,,,,25,0,0,0,0,No Aplica,0,Rural,Mixto,"-74,17635050571882","4,391311102547187"
82,111001012335,COLEGIO JUANA ESCOBAR (IED),111001014184,REPUBLICA DE CANADA II,C,Oficial,Distrital,Oficial,KR 12 C ESTE # 57 A - 00 SUR,3676310 / 3644239,3659780,cedbasyjuanaescob4@redp.edu.co,,A,Mañana / Tarde,Básica Primaria,Educación Tradicional,,Motora / Cognitiva,,Afrocolombiano,Desplazado,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,0874977600809","4,535885000210842"
83,111001016004,COLEGIO LA BELLEZA LOS LIBERTADORES (IED),111001016004,LA BELLEZA,A,Oficial,Distrital,Oficial,CL 64 SUR # 10 A - 39 ESTE,3654800,3654700,cedlabelleza4@redp.edu.co,,A,Mañana / Tarde,Preescolar / Básica Primaria / Básica Secundaria / Media,Preescolar Escolarizado / Educación Tradicional,,,,,Desplazado / Desvinculado,1367,0,0,0,0,C,"7,63",Urbana,Mixto,"-74,09231300039666","4,530285311983588"
84,111001016004,COLEGIO LA BELLEZA LOS LIBERTADORES (IED),111001016012,LOS LIBERTADORES,B,Oficial,Distrital,Oficial,KR 11 C ESTE # 57 A - 12 SUR,3718257,,cedlabelleza4@redp.edu.co,,A,Mañana / Tarde,Preescolar / Básica Primaria,Preescolar Escolarizado / Educación Tradicional,,,,,Desplazado / Desvinculado,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,09088233718695","4,533812509755784"
85,111001018368,COLEGIO LA VICTORIA (IED),111001018368,LA VICTORIA,A,Oficial,Distrital,Oficial,KR 3 B ESTE # 38 - 25 SUR,3639119,2068504,cedlavictoria4@redp.edu.co,,A,Mañana / Tarde,Preescolar / Básica Primaria / Básica Secundaria / Media,Preescolar Escolarizado / Educación Tradicional,,Visual / Motora / Cognitiva / Autismo / Otra,,Afrocolombiano,Desplazado,1860,0,0,28,0,C,"2,23",Urbana,Mixto,"-74,09360458733238","4,55251789573371"
86,111001018368,COLEGIO LA VICTORIA (IED),111001018406,SANTAFEREÑA I,B,Oficial,Distrital,Oficial,KR 3 A ESTE # 35 - 53 SUR,3678402 / 3644235,2068504,cedlavictoria4@redp.edu.co,,A,Mañana / Tarde,Preescolar / Básica Primaria,Preescolar Escolarizado / Educación Tradicional,,Motora / Cognitiva / Autismo / Otra,,,Desplazado,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,09383394249578","4,5547507600593"
87,111001015911,COLEGIO LOS ALPES (IED),111001015911,LOS ALPES,A,Oficial,Distrital,Oficial,KR 12 ESTE # 33 A - 80 SUR,3670125 / 3670116,,cedlosalpes4@redp.edu.co,www.cedlosalpes4edu.co,A,Mañana / Tarde / Noche / Fin de Semana,Preescolar / Básica Primaria / Básica Secundaria / Media,Preescolar Escolarizado / Educación Tradicional / Educación para Jóvenes en Extraedad y Adultos,,Auditiva / Visual / Motora / Cognitiva / Autismo / Múltiple,Capacidades Excepcionales,,,2753,1966,47,113,0,C,0,Urbana,Mixto,"-74,0841112677666","4,552644048413332"
88,111001015911,COLEGIO LOS ALPES (IED),111001015920,BELLAVISTA,B,Oficial,Distrital,Oficial,KR 9 BIS A ESTE # 38 - 90 SUR,3646089,,cedlosalpes4@redp.edu.co,,A,Mañana / Tarde,Preescolar / Básica Primaria,Preescolar Escolarizado / Educación Tradicional,,,,,,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,0880863991371","4,550497500384859"
89,111001030066,COLEGIO MANUELITA SAENZ (IED),111001030066,MANUELITA SAENZ,A,Oficial,Distrital,Oficial,KR 3 ESTE # 18 A - 34 SUR / KR 3 ESTE # 18 A - 74 SUR,3332837 / 2463064 / 3332826,3332826 EXT 11,coldimediamanuelit4@redp.edu.co / colmanuelitasaenz@gmail.com,,A,Mañana / Tarde,Preescolar / Básica Primaria / Básica Secundaria / Media,Preescolar Escolarizado / Educación Tradicional,,Auditiva / Visual / Motora / Cognitiva / Autismo / Otra,,,,3639,0,212,323,0,B,"5,71",Urbana,Mixto,"-74,08447082205234","4,570892029419966"
90,111001015903,COLEGIO MONTEBELLO (IED),111001015903,MONTEBELLO,A,Oficial,Distrital,Oficial,CL 26 SUR # 2 - 44 ESTE,2067680 / 3642147 / 3672781,3644218,cedmontebello4@redp.edu.co,www.montebello.edu.co,A,Mañana / Tarde,Preescolar / Básica Primaria / Básica Secundaria / Media,Preescolar Escolarizado / Educación Tradicional / Aceleración del Aprendizaje,,Motora,,Indígena / Afrocolombiano,Desplazado,2077,0,0,67,0,B,"8,71",Urbana,Mixto,"-74,08806953416595","4,566329463813994"
100,111001032433,COLEGIO REPUBLICA DEL ECUADOR (IED),111001014311,VITELMA,B,Oficial,Distrital,Oficial,KR 8 ESTE # 8 C - 37 SUR,3371757,,coldirepdelecuador4@redp.edu.co,,A,Mañana,Preescolar / Básica Primaria,Preescolar Escolarizado / Educación Tradicional,,,,Afrocolombiano,Desplazado,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,07682496602179","4,574949065860826"
101,111001014176,COLEGIO SAN CRISTOBAL SUR (IED),111001014176,SAN CRISTOBAL SUR,A,Oficial,Distrital,Oficial,KR 10 D ESTE # 17 B - 46 SUR,2464811 / 2460043 / 3337037,2464811,cedsancristobalsu4@redp.edu.co,,A,Mañana / Tarde / Noche,Básica Secundaria / Media,Educación Tradicional / Educación para Jóvenes en Extraedad y Adultos,,,,,Desplazado / Hijo Desmovilizado,1966,0,0,65,0,B,"3,59",Urbana,Mixto,"-74,07925946062888","4,569434662576391"
102,111001014176,COLEGIO SAN CRISTOBAL SUR (IED),111001012220,JOSE A MORALES,B,Oficial,Distrital,Oficial,CL 19 SUR # 10 C - 44 ESTE,2337380,2464811,cedsancristobalsu4@redp.edu.co,,A,Mañana / Tarde,Básica Primaria,Educación Tradicional,,,,,,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,0807206530835","4,56937613262157"
103,111001014176,COLEGIO SAN CRISTOBAL SUR (IED),111001000213,JARDIN INFANTIL NACIONAL POPULAR No. 2,C,Oficial,Distrital,Oficial,CL 15 A SUR # 6 - 25 ESTE,2464434,2464811,cedsancristobalsu4@redp.edu.co,,A,Mañana / Tarde,Preescolar / Básica Primaria,Preescolar Escolarizado / Educación Tradicional,,,,,,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,0810661649047","4,569761789265123"
104,111001018384,COLEGIO SAN ISIDRO SUR ORIENTAL (IED),111001018384,SAN ISIDRO SUR ORIENTAL,A,Oficial,Distrital,Oficial,CL 34 SUR # 7 A - 88,2397232,2397232,cedsanisidrosuror4@redp.edu.co,,A,Mañana / Tarde,Preescolar / Básica Primaria / Básica Secundaria / Media,Preescolar Escolarizado / Educación Tradicional,,,,Indígena / Afrocolombiano,Desplazado / Hijo Desmovilizado,1571,0,0,25,0,B,"3,32",Urbana,Mixto,"-74,1009520373986","4,565746899847341"
105,111001018384,COLEGIO SAN ISIDRO SUR ORIENTAL (IED),111001035548,OMAR TORRIJOS,B,Oficial,Distrital,Oficial,KR 7 A # 35 A - 12 SUR,3666894,3666894,cedsanisidrosuror4@redp.edu.co,,A,Mañana / Tarde,Preescolar / Básica Primaria,Preescolar Escolarizado / Educación Tradicional,,Otra,,Afrocolombiano,Desplazado,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,10183637040532","4,563931100379441"
106,111001012301,COLEGIO SAN JOSE SUR ORIENTAL (IED),111001012301,SAN JOSE SUR ORIENTAL,A,Oficial,Distrital,Oficial,CL 42 SUR # 12 A - 66 ESTE,3644229 / 3644230 / 3644231,3644230 / 31,escdisanjosesurori4@redp.edu.co,,A,Mañana / Tarde,Preescolar / Básica Primaria / Básica Secundaria / Media,Preescolar Escolarizado / Educación Tradicional,,,,,,0,1120,0,6,0,C,"0,25",Urbana,Mixto,"-74,08417746282328","4,546511744631638"
107,111001032280,COLEGIO TECNICO TOMAS RUEDA VARGAS (IED),111001032280,TOMAS RUEDA VARGAS,A,Oficial,Distrital,Oficial,KR 5 ESTE # 25 - 51 SUR,2060910 / 2062080 / 2062260,2062240,colditomasruedavar4@redp.edu.co,,A,Mañana / Tarde,Básica Secundaria / Media,Educación Tradicional / Otro,,,,,,2146,0,0,102,0,B,"6,20",Urbana,Mixto,"-74,08766005780495","4,564913754611891"
108,111001032280,COLEGIO TECNICO TOMAS RUEDA VARGAS (IED),111001014419,SANTA INES SURORIENTAL,B,Oficial,Distrital,Oficial,KR 5 ESTE # 29 A - 25 SUR,3645235,3645235,colditomasruedavar4@redp.edu.co,,A,Mañana / Tarde,Preescolar / Básica Primaria,Preescolar Escolarizado / Educación Tradicional,,Cognitiva,,,,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,08849202621714","4,561616212686502"
109,111001032280,COLEGIO TECNICO TOMAS RUEDA VARGAS (IED),111001012416,REPUBLICA DEL CANADA I,C,Oficial,Distrital,Oficial,TV 3 ESTE # 28 A - 20 SUR,2068403,2068403,colditomasruedavar4@redp.edu.co,,A,Mañana / Tarde,Básica Primaria,Educación Tradicional,,Visual / Cognitiva,,,,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,0862723969479","4,561526628990227"
110,111001012033,COLEGIO VEINTE DE JULIO (IED),111001012033,VEINTE DE JULIO,A,Oficial,Distrital,Oficial,KR 7 # 24 - 01 SUR,2721598 / 3660830,3660830,cedveintedejulio4@redp.edu.co,,A,Mañana / Tarde,Preescolar / Básica Primaria / Básica Secundaria / Media,Preescolar Escolarizado / Educación Tradicional,,,,,Desplazado,1314,0,19,44,0,B,"4,48",Urbana,Mixto,"-74,09461353553364","4,571509240722816"
111,111850001428,COLEGIO ALMIRANTE PADILLA (IED),111850001428,ALMIRANTE PADILLA,A,Oficial,Distrital,Oficial,CL 76 A SUR # 1 D - 59 ESTE,7672628,7672628,cedalmirantepadil5@redp.edu.co,,A,Mañana / Tarde / Noche / Fin de Semana,Preescolar / Básica Primaria / Básica Secundaria / Media,Preescolar Escolarizado / Educación Tradicional / Aceleración del Aprendizaje / Educación para Jóvenes en Extraedad y Adultos,,Visual / Motora / Cognitiva,,Indígena / Afrocolombiano,Desplazado / Desvinculado / Hijo Desmovilizado,2299,0,0,32,0,B,"9,17",Urbana,Mixto,"-74,11199996792034","4,512071537470316"
112,111850001428,COLEGIO ALMIRANTE PADILLA (IED),111001106798,VILLA NELLY,B,Oficial,Distrital,Oficial,TV 1 B ESTE # 76 A - 36 SUR,9119534,7672628,cedalmirantepadil5@redp.edu.co,,A,Mañana / Tarde,Preescolar / Básica Primaria,Preescolar Escolarizado / Educación Tradicional,,,,Afrocolombiano,Desplazado,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,11303013343029","4,512019880541778"
113,111850001428,COLEGIO ALMIRANTE PADILLA (IED),111001106801,ALMIRANTE PADILLA PRIMARIA,C,Oficial,Distrital,Oficial,CL 76 B SUR # 1 A - 73 ESTE,7672628 / 7672629,7672628 EXT 116,cedalmirantepadil5@redp.edu.co,,A,Mañana / Tarde,Básica Primaria,Educación Tradicional,,,,Afrocolombiano,Desplazado,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,11344358573474","4,511635267669111"
114,111001046931,COLEGIO ATABANZHA (IED),111001046931,ATABANZHA,A,Oficial,Distrital,Oficial,CL 92 SUR # 2 - 43,7641219 / 7646512 / 7641220,,colatabanzha@redp.edu.co / cedvalledecafam5@redp.edu.co,,A,Mañana / Tarde,Preescolar / Básica Primaria / Básica Secundaria / Media,Preescolar Escolarizado / Educación Tradicional,,Auditiva / Motora / Cognitiva / Autismo / Múltiple,,Indígena / Afrocolombiano,Desplazado,0,1417,0,68,0,B,"6,98",Urbana,Mixto,"-74,11810393763093","4,507476925743035"
115,111001077917,COLEGIO BRASILIA - USME (IED),111001077917,BRASILIA - USME,A,Oficial,Distrital,Oficial,KR 1 BIS B ESTE # 73 B - 97 SUR,7672233 / 7622130,7672233,cedbrasiliausme5@redp.edu.co,,A,Mañana / Tarde,Preescolar / Básica Primaria / Básica Secundaria / Media,Preescolar Escolarizado / Educación Tradicional,,,,Afrocolombiano,Desplazado,1402,0,0,39,43,B,"2,67",Urbana,Mixto,"-74,11640511742746","4,517530517573599"
116,211850000931,COLEGIO BRAZUELOS (IED),211850000931,BRAZUELOS,A,Oficial,Distrital,Oficial,CL 104 SUR # 1 B - 08,7671623,7671623,cedbrazuelos5@redp.edu.co,,A,Mañana / Tarde,Preescolar / Básica Primaria / Básica Secundaria,Preescolar Escolarizado / Educación Tradicional,,Visual / Cognitiva,,Indígena / Afrocolombiano,Desplazado,847,0,0,196,0,No Aplica,0,Urbana,Mixto,"-74,11996735255065","4,495133169726533"
117,111001086614,COLEGIO CHUNIZA (IED),111001086614,CHUNIZA,A,Oficial,Distrital,Oficial,KR 1 G ESTE # 84 A - 42 SUR,7673402 / 7673325,7673325 EXT 107,cedchuniza5@redp.edu.co,,A,Mañana / Tarde,Preescolar / Básica Primaria / Básica Secundaria / Media,Preescolar Escolarizado / Educación Tradicional,,Visual / Motora / Cognitiva,,,Desplazado / Desvinculado,2153,0,0,38,0,B,"0,04",Urbana,Mixto,"-74,11110667421866","4,505468759443744"
118,211001094832,COLEGIO CIUDAD DE VILLAVICENCIO (IED),111001104353,CIUDAD DE VILLAVICENCIO,A,Oficial,Distrital,Oficial,KR 6 H ESTE # 114 - 88 SUR,5697785 / 5696148 / 7733554,7733554 EXT 102,escdipuertaalllano5@redp.edu.co,,A,Mañana / Tarde,Preescolar / Básica Primaria / Básica Secundaria / Media,Preescolar Escolarizado / Educación Tradicional,,Auditiva / Visual,,Indígena,Desplazado,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,10269874139998","4,486967838537343"
91,111001015903,COLEGIO MONTEBELLO (IED),111001015938,JOSE MARIA CORDOBA,B,Oficial,Distrital,Oficial,CL 28 SUR # 1 A - 37 ESTE,2066157,,cedmontebello4@redp.edu.co,www.montebello.edu.co,A,Mañana / Tarde,Preescolar / Básica Primaria,Preescolar Escolarizado / Educación Tradicional,,,,Afrocolombiano,Desplazado,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,0897008154331","4,563673519286004"
92,111001024686,COLEGIO MORALBA SURORIENTAL (IED),111001024686,MORALBA SURORIENTAL,A,Oficial,Distrital,Oficial,CL 43 SUR TV 16 ESTE / KR 16 A ESTE # 42 C - 80 SUR,3627757 / 3631381 / 3643070,3676767,colegiomoralba08@gmail.com,,A,Mañana / Tarde,Preescolar / Básica Primaria / Básica Secundaria / Media,Preescolar Escolarizado / Educación Tradicional,,Otra,,,Desplazado,1831,0,0,12,0,C,0,Urbana,Mixto,"-74,08115145904263","4,542989956797603"
93,111001024686,COLEGIO MORALBA SURORIENTAL (IED),111001012289,EL QUINDIO,B,Oficial,Distrital,Oficial,CL 46 G SUR # 16 A - 05 ESTE,3627757 / 3631381 / 3643070,3632320,cedmoralbasurorie4@redp.edu.co / colegiomoralba08@gmail.com,,A,Mañana / Tarde,Preescolar / Básica Primaria,Preescolar Escolarizado / Educación Tradicional,,,,,Desplazado,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,08289978899467","4,5374927375045875"
94,111001024686,COLEGIO MORALBA SURORIENTAL (IED),111001012319,FUNDACION EL CONSUELO,C,Oficial,Distrital,Oficial,KR 15 ESTE # 46 - 60 SUR,3645122,,cedmoralbasurorie4@redp.edu.co / colegiomoralba08@gmail.com,,A,Mañana / Tarde,Preescolar / Básica Primaria,Preescolar Escolarizado / Educación Tradicional,,Otra,,,Desplazado,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,08253354764996","4,540469505120643"
95,111001046621,COLEGIO NUEVA DELHI (IED),111001046621,NUEVA DELHI,A,Oficial,Distrital,Oficial,CL 62 A SUR # 14 I - 33 ESTE,3652024 / 3652313 / 3652314,3652024,cednvadelhi4@redp.edu.co,,A,Mañana / Tarde,Preescolar / Básica Primaria / Básica Secundaria / Media,Preescolar Escolarizado / Educación Tradicional / Aceleración del Aprendizaje,,Motora,,,Desplazado,0,1001,0,2,0,C,"7,75",Urbana,Mixto,"-74,08727961229897","4,527955705934776"
96,111001012246,COLEGIO PANTALEON GAITAN PEREZ (CED),111001012246,PANTALEON GAITAN PEREZ,A,Oficial,Distrital,Oficial,KR 18 ESTE # 13 - 42 SUR,2466284,2466284,cedpantaleongaita4@redp.edu.co,,A,Única,Preescolar / Básica Primaria,Preescolar Escolarizado / Educación Tradicional,40X40,Cognitiva,,Afrocolombiano,Desplazado,272,0,0,4,0,No Aplica,0,Urbana,Mixto,"-74,07471794686164","4,568946088684575"
97,111001086789,COLEGIO RAFAEL NUÑEZ (IED),111001086789,RAFAEL NUÑEZ,A,Oficial,Distrital,Oficial,KR 9 A # 18 - 74 SUR,2789919 / 2784524,,cedrafaelnunez4@redp.edu.co,,A,Mañana / Tarde,Básica Primaria / Básica Secundaria / Media,Educación Tradicional,,Motora / Cognitiva / Autismo,,,Desplazado,1419,0,322,161,0,B,"0,66",Urbana,Mixto,"-74,09303164633575","4,576215087696337"
98,111001086789,COLEGIO RAFAEL NUÑEZ (IED),111001015873,ANDRES ROSILLO Y MERUELO,B,Oficial,Distrital,Oficial,CL 22 SUR # 9 - 38,2390207,2391789,cedrafaelnunez4@redp.edu.co,,A,Mañana / Tarde,Preescolar / Básica Primaria,Preescolar Escolarizado / Educación Tradicional,,Auditiva / Motora / Cognitiva / Autismo,,,Desplazado,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Urbana,Mixto,"-74,095248073111","4,573863172326731"
